TIME_GRANULARITY,TIME_D_VALUE,EFFECTIVE_MONTH,RECORD_TYPE,TERRITORY,DEALER_NUMBER,RETAIL_FINANCE_PENETRATIONS_T,RF_PENETRATIONS_PERC,RF_PENETRATIONS_RANK,RF_PENETRATIONS_RANK_N,CREDIT_INSURANCE_PERC_T,CREDIT_INS_PERC,CREDIT_INS_RANK,CREDIT_INS_RANK_N,LOAN_PERC_T,LOAN_PERC,LOAN_PERC_RANK,LOAN_PERC_RANK_N,LEASE_PERC_T,LEASE_PERC,LEASE_PERC_RANK,LEASE_PERC_RANK_N,PRE_APPROVAL_T,PREAPPROVED_PERC,PREAPPROVED_RANK,PREAPPROVED_RANK_N,AUTO_APPROVAL_T,AUTOAPPROVED_PERC,AUTOAPPROVED_RANK,AUTOAPPROVED_RANK_N,EXPIRED_APPROVALS_T,EXPIRED_APPROVED_APP_PERC,EXPIRED_APPROVED_APP_RANK,EXPIRED_APPROVED_APP_RANK_N,ESIGN_PDF_T,ESIGNED_PERC,ESIGNED_PERC_RANK,ESIGNED_PERC_RANK_N
MONTHLY,"Mar,2024",01-03-2024,D,65,51900,52-55%,83.33,2,3,10%,0,2,5,50%,71.43,,,50%,28.57,,,10%,14.29,2,6,10%,28.57,3,4,5%,75.71,5,31,100%,57.14,3,4
MONTHLY,"Mar,2024",01-03-2024,D,65,200730,52-55%,100,1,1,10%,0,2,5,50%,62.5,,,50%,37.5,,,10%,0,3,7,10%,0,4,7,5%,69.74,3,15,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,65,201110,52-55%,0,4,12,10%,0,2,5,50%,0,,,50%,0,,,10%,0,3,7,10%,0,4,7,5%,80,9,47,100%,0,4,6
MONTHLY,"Sep,2023",01-09-2023,D,55,200720,52-55%,66.67,5,18,10%,20,3,7,50%,26.67,,,50%,73.33,,,10%,0,1,1,10%,6.67,5,31,5%,35,5,26,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,45,200150,52-55%,50,6,8,10%,0,1,5,50%,0,,,50%,100,,,10%,100,1,1,10%,50,2,2,5%,85,9,64,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,45,17700,52-55%,100,1,1,10%,0,1,5,50%,0,,,50%,100,,,10%,0,4,7,10%,0,4,7,5%,87.5,11,74,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,45,16400,52-55%,71.43,3,5,10%,0,1,5,50%,14.29,,,50%,85.71,,,10%,14.29,3,6,10%,0,4,7,5%,79.79,6,46,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,50,200860,52-55%,17.65,10,77,10%,0,1,19,50%,100,,,50%,0,,,10%,0,5,36,10%,0,7,46,5%,0,1,1,100%,100,1,1
MONTHLY,"Feb,2023",01-02-2023,D,40,50100,52-55%,16.67,12,39,10%,0,1,14,50%,100,,,50%,0,,,10%,0,4,17,10%,0,4,17,5%,0,1,1,100%,0,9,34
MONTHLY,"Sep,2023",01-09-2023,D,40,37100,52-55%,40,9,46,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,40,4,11,5%,27.27,4,16,100%,80,4,12
MONTHLY,"May,2023",01-05-2023,D,50,2700,52-55%,57.33,2,34,10%,0,1,19,50%,93.88,,,50%,6.12,,,10%,8.16,3,21,10%,0,7,46,5%,0,1,1,100%,16.33,7,58
MONTHLY,"Oct,2023",01-10-2023,D,20,200160,52-55%,26.67,11,56,10%,0,2,16,50%,80,,,50%,20,,,10%,0,3,22,10%,20,6,15,5%,68.42,11,63,100%,100,1,1
MONTHLY,"Mar,2023",01-03-2023,D,30,200610,52-55%,0,7,53,10%,0,1,13,50%,0,,,50%,0,,,10%,0,2,21,10%,0,3,22,5%,0,1,1,100%,0,5,41
MONTHLY,"Jan,2023",01-01-2023,D,60,200250,52-55%,100,1,1,10%,28.57,2,2,50%,0,,,50%,100,,,10%,14.29,4,10,10%,0,2,22,5%,0,1,1,100%,0,6,36
MONTHLY,"Jan,2023",01-01-2023,D,60,62100,52-55%,77.27,5,10,10%,5.88,6,12,50%,70.59,,,50%,29.41,,,10%,5.88,6,16,10%,0,2,22,5%,0,1,1,100%,0,6,36
MONTHLY,"Jan,2023",01-01-2023,D,60,51600,52-55%,57.14,9,21,10%,0,7,13,50%,7.69,,,50%,92.31,,,10%,15.38,3,9,10%,0,2,22,5%,0,1,1,100%,7.69,5,35
MONTHLY,"Jan,2024",01-01-2024,D,30,201670,52-55%,75,2,9,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,19,10%,0,3,26,5%,83.33,4,44,100%,0,2,19
MONTHLY,"Jan,2024",01-01-2024,D,30,201760,52-55%,75,2,9,10%,0,1,14,50%,66.67,,,50%,33.33,,,10%,0,2,19,10%,0,3,26,5%,90,6,70,100%,100,1,1
MONTHLY,"Jul,2023",01-07-2023,D,20,46100,52-55%,0,14,68,10%,0,1,16,50%,0,,,50%,0,,,10%,0,2,22,10%,0,7,34,5%,0,1,1,100%,0,12,55
MONTHLY,"Jul,2023",01-07-2023,D,20,200190,52-55%,70,3,10,10%,0,1,16,50%,100,,,50%,0,,,10%,18.18,1,6,10%,9.09,5,23,5%,0,1,1,100%,90.91,2,7
MONTHLY,"Jul,2023",01-07-2023,D,20,201000,52-55%,33.33,9,55,10%,0,1,16,50%,100,,,50%,0,,,10%,0,2,22,10%,0,7,34,5%,0,1,1,100%,50,7,30
MONTHLY,"Jul,2023",01-07-2023,D,65,29200,52-55%,20,13,63,10%,0,3,16,50%,0,,,50%,100,,,10%,0,6,22,10%,0,14,34,5%,50,9,33,100%,100,1,1
MONTHLY,"Jul,2023",01-07-2023,D,65,200700,52-55%,54.55,7,33,10%,0,3,16,50%,71.43,,,50%,28.57,,,10%,28.57,2,2,10%,28.57,3,8,5%,0,1,1,100%,42.86,5,33
MONTHLY,"Feb,2023",01-02-2023,T,135,,52-55%,69.83,1,,10%,1.8,3,,50%,63.06,,,50%,36.94,,,10%,5.41,2,,10%,5.41,7,,5%,0,1,,100%,44.14,8,
MONTHLY,"Oct,2023",01-10-2023,T,120,,52-55%,54.61,7,,10%,0,7,,50%,85.71,,,50%,14.29,,,10%,2.38,5,,10%,20.24,1,,5%,51.39,5,,100%,97.62,2,
MONTHLY,"Jun,2023",01-06-2023,N,,,45%,57.25,,,8%,1.85,,,40%,61.25,,,35%,38.75,,,5%,4.21,,,6%,8.19,,,5%,17.17,,,80%,52.44,,
MONTHLY,"Jan,2024",01-01-2024,T,130,,52-55%,63.56,3,,10%,14.4,1,,50%,44,,,50%,56,,,10%,8,2,,10%,4,8,,5%,82.84,4,,100%,96,2,
MONTHLY,"Apr,2023",01-04-2023,T,130,,52-55%,63.04,2,,10%,6.49,2,,50%,23.38,,,50%,76.62,,,10%,8.44,3,,10%,4.55,8,,5%,0,1,,100%,27.92,10,
MONTHLY,"Dec,2023",01-12-2023,T,90,,52-55%,43.12,10,,10%,0,3,,50%,81.82,,,50%,18.18,,,10%,5.19,3,,10%,11.69,3,,5%,77.17,6,,100%,88.31,7,
MONTHLY,"Jul,2023",01-07-2023,T,90,,52-55%,48.78,8,,10%,0,5,,50%,89.92,,,50%,10.08,,,10%,1.68,9,,10%,8.4,7,,5%,33.33,9,,100%,59.66,4,
MONTHLY,"Aug,2023",01-08-2023,T,105,,52-55%,73.13,1,,10%,0,7,,50%,65.57,,,50%,34.43,,,10%,3.28,1,,10%,16.39,4,,5%,28.81,3,,100%,65.57,7,
MONTHLY,"Nov,2023",01-11-2023,T,125,,52-55%,74.63,2,,10%,8.54,2,,50%,22.36,,,50%,77.64,,,10%,8.54,1,,10%,0.41,10,,5%,61.68,5,,100%,91.06,5,
MONTHLY,"Aug,2023",01-08-2023,T,130,,52-55%,52.17,8,,10%,7.52,2,,50%,38.35,,,50%,61.65,,,10%,2.26,4,,10%,8.27,6,,5%,35.41,6,,100%,60.9,8,
MONTHLY,"Mar,2024",01-03-2024,T,140,,52-55%,42.86,8,,10%,0,4,,50%,71.43,,,50%,28.57,,,10%,0,7,,10%,0,6,,5%,77.08,2,,100%,100,1,
MONTHLY,"Jul,2023",01-07-2023,T,115,,52-55%,56.12,3,,10%,0,5,,50%,58.79,,,50%,41.21,,,10%,5.53,1,,10%,12.06,2,,5%,18.67,1,,100%,56.28,5,
MONTHLY,"Mar,2023",01-03-2023,D,65,50300,52-55%,50,8,30,10%,0,3,13,50%,0,,,50%,100,,,10%,0,4,21,10%,0,5,22,5%,0,1,1,100%,100,1,1
MONTHLY,"Mar,2023",01-03-2023,D,65,200700,52-55%,25,11,45,10%,0,3,13,50%,0,,,50%,100,,,10%,0,4,21,10%,0,5,22,5%,0,1,1,100%,50,5,21
MONTHLY,"Mar,2023",01-03-2023,D,65,200200,52-55%,50,8,30,10%,0,3,13,50%,71.43,,,50%,28.57,,,10%,0,4,21,10%,14.29,3,12,5%,0,1,1,100%,14.29,11,38
MONTHLY,"Mar,2023",01-03-2023,D,65,200850,52-55%,66.67,4,16,10%,0,3,13,50%,50,,,50%,50,,,10%,0,4,21,10%,0,5,22,5%,0,1,1,100%,0,12,41
MONTHLY,"Jan,2023",01-01-2023,D,30,200820,52-55%,0,7,43,10%,0,1,13,50%,0,,,50%,0,,,10%,0,3,19,10%,0,1,22,5%,0,1,1,100%,0,4,36
MONTHLY,"Jan,2023",01-01-2023,D,30,201610,52-55%,14.29,6,41,10%,0,1,13,50%,50,,,50%,50,,,10%,0,3,19,10%,0,1,22,5%,0,1,1,100%,50,3,19
MONTHLY,"Jan,2023",01-01-2023,D,30,200610,52-55%,50,3,25,10%,0,1,13,50%,66.67,,,50%,33.33,,,10%,0,3,19,10%,0,1,22,5%,0,1,1,100%,0,4,36
MONTHLY,"Oct,2023",01-10-2023,D,35,201560,52-55%,50,4,42,10%,0,2,16,50%,100,,,50%,0,,,10%,0,1,22,10%,0,9,42,5%,0,1,1,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,50,201860,52-55%,42.86,5,20,10%,0,2,12,50%,66.67,,,50%,33.33,,,10%,0,3,19,10%,33.33,1,5,5%,57.14,1,3,100%,100,1,1
MONTHLY,"Feb,2023",01-02-2023,D,45,115000,52-55%,0,11,41,10%,0,1,14,50%,0,,,50%,0,,,10%,0,6,17,10%,0,3,17,5%,0,1,1,100%,0,9,34
MONTHLY,"Aug,2023",01-08-2023,D,35,201400,52-55%,100,1,1,10%,0,1,13,50%,100,,,50%,0,,,10%,0,2,14,10%,66.67,1,4,5%,0,1,1,100%,33.33,6,37
MONTHLY,"Oct,2023",01-10-2023,D,35,200690,52-55%,66.67,3,25,10%,7.69,1,14,50%,92.31,,,50%,7.69,,,10%,0,1,22,10%,7.69,8,31,5%,33.33,3,12,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,40,201790,52-55%,45.45,6,38,10%,0,1,13,50%,71.43,,,50%,28.57,,,10%,0,3,14,10%,28.57,4,15,5%,25,4,16,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,40,201070,52-55%,16.67,11,55,10%,0,1,13,50%,100,,,50%,0,,,10%,0,3,14,10%,200,1,1,5%,66.67,10,45,100%,0,8,48
MONTHLY,"Aug,2023",01-08-2023,D,40,50100,52-55%,36.36,8,49,10%,0,1,13,50%,80,,,50%,20,,,10%,0,3,14,10%,40,3,8,5%,50,9,42,100%,80,4,15
MONTHLY,"Feb,2024",01-02-2024,D,50,11900,52-55%,50,3,17,10%,0,2,12,50%,87.5,,,50%,12.5,,,10%,12.5,2,14,10%,12.5,3,13,5%,76.47,2,20,100%,100,1,1
MONTHLY,"Mar,2023",01-03-2023,D,55,39000,52-55%,87.5,1,2,10%,0,5,13,50%,6.25,,,50%,93.75,,,10%,0,3,21,10%,6.25,3,20,5%,0,1,1,100%,87.5,1,6
MONTHLY,"Mar,2023",01-03-2023,D,55,201480,52-55%,68.42,5,15,10%,7.14,3,10,50%,28.57,,,50%,71.43,,,10%,7.14,2,17,10%,0,4,22,5%,0,1,1,100%,0,7,41
MONTHLY,"Aug,2023",01-08-2023,D,55,48400,52-55%,65,5,15,10%,15.38,3,6,50%,46.15,,,50%,53.85,,,10%,0,3,14,10%,15.38,1,25,5%,52.94,9,43,100%,61.54,7,26
MONTHLY,"Jan,2024",01-01-2024,D,30,201620,52-55%,50,4,20,10%,0,1,14,50%,100,,,50%,0,,,10%,16.67,1,9,10%,0,3,26,5%,82.61,3,41,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,35,201400,52-55%,33.33,6,53,10%,0,2,16,50%,66.67,,,50%,33.33,,,10%,0,1,22,10%,33.33,3,5,5%,42.86,5,22,100%,33.33,3,34
MONTHLY,"Mar,2023",01-03-2023,D,55,200720,52-55%,61.11,8,23,10%,0,5,13,50%,7.14,,,50%,92.86,,,10%,7.14,2,17,10%,0,4,22,5%,0,1,1,100%,21.43,4,35
MONTHLY,"Jul,2023",01-07-2023,D,20,200540,52-55%,40,8,49,10%,0,1,16,50%,100,,,50%,0,,,10%,0,2,22,10%,0,7,34,5%,0,1,1,100%,0,12,55
MONTHLY,"Jul,2023",01-07-2023,D,20,201680,52-55%,11.11,13,66,10%,0,1,16,50%,100,,,50%,0,,,10%,0,2,22,10%,0,7,34,5%,0,1,1,100%,0,12,55
MONTHLY,"Jul,2023",01-07-2023,D,65,29800,52-55%,50,8,36,10%,25,2,6,50%,25,,,50%,75,,,10%,25,3,3,10%,0,14,34,5%,60,10,35,100%,25,8,41
MONTHLY,"Jan,2023",01-01-2023,D,10,200980,52-55%,0,9,43,10%,0,1,13,50%,0,,,50%,0,,,10%,0,1,19,10%,0,6,22,5%,0,1,1,100%,0,8,36
MONTHLY,"Mar,2023",01-03-2023,D,60,200320,52-55%,26.67,13,44,10%,12.5,5,8,50%,12.5,,,50%,87.5,,,10%,12.5,2,11,10%,0,3,22,5%,0,1,1,100%,0,8,41
MONTHLY,"Aug,2023",01-08-2023,D,20,200160,52-55%,35.29,13,50,10%,0,2,13,50%,83.33,,,50%,16.67,,,10%,0,2,14,10%,0,7,41,5%,25,2,16,100%,66.67,7,24
MONTHLY,"Aug,2023",01-08-2023,D,20,201050,52-55%,0,15,57,10%,0,2,13,50%,100,,,50%,0,,,10%,100,1,1,10%,0,7,41,5%,0,1,1,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,20,200830,52-55%,0,15,57,10%,0,2,13,50%,0,,,50%,0,,,10%,0,2,14,10%,0,7,41,5%,0,1,1,100%,0,10,48
MONTHLY,"Oct,2023",01-10-2023,D,45,115000,52-55%,0,13,61,10%,0,1,16,50%,0,,,50%,0,,,10%,0,4,22,10%,0,11,42,5%,0,1,1,100%,0,8,40
MONTHLY,"Jan,2023",01-01-2023,D,55,29300,52-55%,0,8,43,10%,0,6,13,50%,100,,,50%,0,,,10%,0,4,19,10%,0,3,22,5%,0,1,1,100%,0,7,36
MONTHLY,"Feb,2023",01-02-2023,D,35,201400,52-55%,40,4,29,10%,0,1,14,50%,100,,,50%,0,,,10%,0,3,17,10%,0,2,17,5%,0,1,1,100%,50,3,18
MONTHLY,"Feb,2023",01-02-2023,D,35,200000,52-55%,66.67,2,18,10%,0,1,14,50%,25,,,50%,75,,,10%,0,3,17,10%,25,1,8,5%,0,1,1,100%,0,5,34
MONTHLY,"Jul,2023",01-07-2023,D,45,52100,52-55%,48,10,37,10%,0,1,16,50%,92.86,,,50%,7.14,,,10%,0,7,22,10%,21.43,5,12,5%,7.69,2,4,100%,85.71,3,10
MONTHLY,"Jul,2023",01-07-2023,D,45,17700,52-55%,56,7,29,10%,0,1,16,50%,50,,,50%,50,,,10%,18.75,1,5,10%,6.25,8,28,5%,10,4,6,100%,50,6,30
MONTHLY,"Jul,2023",01-07-2023,D,45,143200,52-55%,0,13,68,10%,0,1,16,50%,0,,,50%,0,,,10%,0,7,22,10%,0,9,34,5%,0,1,1,100%,0,12,55
MONTHLY,"Jul,2023",01-07-2023,D,40,201790,52-55%,57.14,4,27,10%,0,1,16,50%,0,,,50%,100,,,10%,0,3,22,10%,75,1,2,5%,20,4,19,100%,100,1,1
MONTHLY,"Jul,2023",01-07-2023,D,40,6900,52-55%,61.9,2,19,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,7.14,6,26,5%,0,1,1,100%,64.29,6,23
MONTHLY,"Jun,2023",01-06-2023,D,55,201480,52-55%,76.47,4,13,10%,15.38,3,4,50%,23.08,,,50%,76.92,,,10%,0,5,25,10%,0,2,35,5%,33.33,6,11,100%,0,8,62
MONTHLY,"Dec,2023",01-12-2023,D,60,201740,52-55%,100,1,1,10%,50,1,2,50%,25,,,50%,75,,,10%,0,6,21,10%,0,4,27,5%,81.82,11,59,100%,50,7,25
MONTHLY,"Nov,2023",01-11-2023,D,60,201740,52-55%,66.67,9,23,10%,50,1,2,50%,50,,,50%,50,,,10%,0,4,21,10%,0,6,28,5%,100,12,85,100%,100,1,1
MONTHLY,"Mar,2023",01-03-2023,D,35,201460,52-55%,0,7,53,10%,0,1,13,50%,0,,,50%,0,,,10%,0,3,21,10%,0,3,22,5%,0,1,1,100%,0,4,41
MONTHLY,"Feb,2024",01-02-2024,D,40,27600,52-55%,54.55,4,16,10%,0,1,12,50%,0,,,50%,100,,,10%,14.29,4,12,10%,0,4,20,5%,89.33,7,64,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,40,200380,52-55%,100,1,1,10%,0,1,12,50%,100,,,50%,0,,,10%,0,6,19,10%,100,1,1,5%,100,11,79,100%,0,4,15
MONTHLY,"Feb,2024",01-02-2024,D,40,201100,52-55%,0,8,32,10%,0,1,12,50%,100,,,50%,0,,,10%,0,6,19,10%,0,4,20,5%,77.78,2,22,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,40,50100,52-55%,50,5,17,10%,0,1,12,50%,0,,,50%,100,,,10%,0,6,19,10%,0,4,20,5%,100,11,79,100%,100,1,1
MONTHLY,"Apr,2023",01-04-2023,D,10,25100,52-55%,62.5,5,28,10%,0,1,15,50%,66.67,,,50%,33.33,,,10%,0,3,26,10%,33.33,1,4,5%,0,1,1,100%,66.67,4,18
MONTHLY,"Mar,2023",01-03-2023,N,,,45%,51.12,,,8%,2.98,,,40%,50.22,,,35%,49.78,,,5%,5.63,,,6%,8.06,,,5%,0,,,80%,48.57,,
MONTHLY,"Jan,2024",01-01-2024,T,120,,52-55%,52.94,6,,10%,0,4,,50%,69.23,,,50%,30.77,,,10%,6.15,6,,10%,24.62,1,,5%,78.46,1,,100%,93.85,3,
MONTHLY,"Oct,2023",01-10-2023,T,130,,52-55%,74.49,1,,10%,13.5,1,,50%,28.27,,,50%,71.73,,,10%,4.64,1,,10%,4.64,10,,5%,46.48,2,,100%,91.98,5,
MONTHLY,"Apr,2023",01-04-2023,T,125,,52-55%,70.15,1,,10%,6.67,1,,50%,30.56,,,50%,69.44,,,10%,14.44,1,,10%,1.67,9,,5%,0,1,,100%,56.67,5,
MONTHLY,"Apr,2023",01-04-2023,T,135,,52-55%,62.64,3,,10%,1.32,4,,50%,59.21,,,50%,40.79,,,10%,2.63,8,,10%,9.21,5,,5%,0,1,,100%,49.34,8,
MONTHLY,"Feb,2023",01-02-2023,T,110,,52-55%,53.17,6,,10%,0,4,,50%,36.9,,,50%,63.1,,,10%,3.57,7,,10%,4.76,8,,5%,0,1,,100%,58.33,2,
MONTHLY,"Apr,2023",01-04-2023,T,140,,52-55%,57.98,5,,10%,0,5,,50%,78.31,,,50%,21.69,,,10%,2.41,10,,10%,9.64,2,,5%,0,1,,100%,53.01,7,
MONTHLY,"Mar,2024",01-03-2024,T,100,,52-55%,28.57,10,,10%,0,4,,50%,85.71,,,50%,14.29,,,10%,0,7,,10%,28.57,1,,5%,80.56,4,,100%,85.71,5,
MONTHLY,"Jan,2023",01-01-2023,T,105,,52-55%,43.4,8,,10%,3.03,3,,50%,57.58,,,50%,42.42,,,10%,6.06,6,,10%,6.06,7,,5%,0,1,,100%,36.36,9,
MONTHLY,"Feb,2024",01-02-2024,T,115,,52-55%,75,1,,10%,0,5,,50%,68,,,50%,32,,,10%,5,7,,10%,15,2,,5%,84.26,7,,100%,93,5,
MONTHLY,"Sep,2023",01-09-2023,T,130,,52-55%,69.48,1,,10%,12.36,1,,50%,36.52,,,50%,63.48,,,10%,0,1,,10%,8.43,10,,5%,35.42,1,,100%,90.45,2,
MONTHLY,"Jun,2023",01-06-2023,T,110,,52-55%,51.06,8,,10%,0,5,,50%,36.6,,,50%,63.4,,,10%,5.88,2,,10%,11.11,2,,5%,15.38,4,,100%,71.9,2,
MONTHLY,"Jun,2023",01-06-2023,D,60,62100,52-55%,66.67,5,24,10%,13.04,3,7,50%,39.13,,,50%,60.87,,,10%,13.04,3,8,10%,0,6,35,5%,0,1,1,100%,0,10,62
MONTHLY,"Oct,2023",01-10-2023,D,10,11600,52-55%,66.67,4,25,10%,0,1,16,50%,90,,,50%,10,,,10%,0,2,22,10%,0,5,42,5%,81.82,11,71,100%,100,1,1
MONTHLY,"Jul,2023",01-07-2023,D,10,201810,52-55%,0,10,68,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,0,5,34,5%,25,3,24,100%,0,9,55
MONTHLY,"Jun,2023",01-06-2023,D,60,129200,52-55%,56.25,8,42,10%,0,7,15,50%,58.33,,,50%,41.67,,,10%,16.67,1,5,10%,16.67,2,14,5%,0,1,1,100%,66.67,3,25
MONTHLY,"Jul,2023",01-07-2023,D,10,200980,52-55%,0,10,68,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,0,5,34,5%,0,1,1,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,65,29200,52-55%,75,4,18,10%,0,3,16,50%,33.33,,,50%,66.67,,,10%,0,5,22,10%,11.11,8,25,5%,32.26,3,9,100%,88.89,4,15
MONTHLY,"Jul,2023",01-07-2023,D,50,201590,52-55%,50,4,36,10%,0,1,16,50%,83.33,,,50%,16.67,,,10%,0,5,22,10%,16.67,3,16,5%,0,1,1,100%,100,1,1
MONTHLY,"Jul,2023",01-07-2023,D,50,2700,52-55%,46.34,5,41,10%,0,1,16,50%,91.3,,,50%,8.7,,,10%,4.35,4,19,10%,0,6,34,5%,57.14,4,34,100%,95.65,2,3
MONTHLY,"Dec,2023",01-12-2023,T,105,,52-55%,50.94,8,,10%,0,3,,50%,66.67,,,50%,33.33,,,10%,6.06,2,,10%,12.12,2,,5%,83.14,10,,100%,90.91,4,
MONTHLY,"Apr,2023",01-04-2023,D,50,8700,52-55%,33.33,8,48,10%,0,1,15,50%,100,,,50%,0,,,10%,33.33,1,4,10%,0,7,28,5%,0,1,1,100%,100,1,1
MONTHLY,"Apr,2023",01-04-2023,D,50,201440,52-55%,27.27,9,51,10%,0,1,15,50%,83.33,,,50%,16.67,,,10%,0,5,26,10%,16.67,3,9,5%,0,1,1,100%,50,7,25
MONTHLY,"Apr,2023",01-04-2023,D,20,201000,52-55%,66.67,1,19,10%,0,1,15,50%,100,,,50%,0,,,10%,0,5,26,10%,0,4,28,5%,0,1,1,100%,50,7,25
MONTHLY,"Feb,2023",01-02-2023,T,105,,52-55%,50,7,,10%,0,4,,50%,36.11,,,50%,63.89,,,10%,13.89,1,,10%,5.56,6,,5%,0,1,,100%,50,7,
MONTHLY,"Jan,2023",01-01-2023,T,135,,52-55%,64.32,2,,10%,0.64,4,,50%,59.24,,,50%,40.76,,,10%,1.27,9,,10%,12.74,3,,5%,0,1,,100%,40.76,6,
MONTHLY,"Aug,2023",01-08-2023,T,120,,52-55%,54.49,5,,10%,0,7,,50%,84.38,,,50%,15.63,,,10%,1.04,7,,10%,20.83,1,,5%,35.94,8,,100%,96.88,1,
MONTHLY,"Mar,2023",01-03-2023,T,125,,52-55%,70.42,1,,10%,7.14,2,,50%,26.43,,,50%,73.57,,,10%,5,6,,10%,2.86,10,,5%,0,1,,100%,37.86,9,
MONTHLY,"Apr,2023",01-04-2023,T,90,,52-55%,47.98,8,,10%,0,5,,50%,68.75,,,50%,31.25,,,10%,11.46,2,,10%,6.25,7,,5%,0,1,,100%,58.33,3,
MONTHLY,"Jul,2023",01-07-2023,T,140,,52-55%,50.69,5,,10%,0,5,,50%,81.61,,,50%,18.39,,,10%,2.3,8,,10%,8.05,8,,5%,30.23,8,,100%,47.13,7,
MONTHLY,"Jan,2023",01-01-2023,T,100,,52-55%,37.25,10,,10%,0,5,,50%,83.33,,,50%,16.67,,,10%,11.11,2,,10%,0,10,,5%,0,1,,100%,38.89,7,
MONTHLY,"Dec,2023",01-12-2023,T,115,,52-55%,64.81,4,,10%,0,3,,50%,63.98,,,50%,36.02,,,10%,6.99,1,,10%,8.06,4,,5%,78.01,8,,100%,92.47,1,
MONTHLY,"May,2023",01-05-2023,T,100,,52-55%,43.23,10,,10%,1.22,4,,50%,85.37,,,50%,14.63,,,10%,2.44,9,,10%,6.1,8,,5%,0,1,,100%,48.78,7,
MONTHLY,"Sep,2023",01-09-2023,T,90,,52-55%,35.71,10,,10%,2.22,4,,50%,87.78,,,50%,12.22,,,10%,0,1,,10%,22.22,3,,5%,43.35,6,,100%,87.78,3,
MONTHLY,"Jun,2023",01-06-2023,D,60,201740,52-55%,83.33,2,6,10%,14.29,2,5,50%,42.86,,,50%,57.14,,,10%,0,5,25,10%,14.29,3,16,5%,0,1,1,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,60,51600,52-55%,81.25,3,8,10%,4.55,6,13,50%,4.55,,,50%,95.45,,,10%,2.27,4,24,10%,2.27,5,34,5%,8,2,3,100%,20.45,8,50
MONTHLY,"Jun,2023",01-06-2023,D,60,58600,52-55%,40,11,61,10%,20,1,2,50%,40,,,50%,60,,,10%,0,5,25,10%,0,6,35,5%,25,5,10,100%,93.33,2,4
MONTHLY,"Jul,2023",01-07-2023,D,10,25100,52-55%,50,5,36,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,0,5,34,5%,16.67,2,15,100%,66.67,3,20
MONTHLY,"Oct,2023",01-10-2023,D,10,201810,52-55%,50,8,42,10%,0,1,16,50%,100,,,50%,0,,,10%,0,2,22,10%,0,5,42,5%,55.56,3,42,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,10,50800,52-55%,50,8,42,10%,0,1,16,50%,100,,,50%,0,,,10%,0,2,22,10%,0,5,42,5%,100,12,72,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,10,13500,52-55%,66.67,4,25,10%,0,1,16,50%,87.5,,,50%,12.5,,,10%,12.5,1,9,10%,37.5,1,4,5%,58.33,5,49,100%,62.5,5,28
MONTHLY,"Jul,2023",01-07-2023,D,10,50900,52-55%,33.33,8,55,10%,0,1,16,50%,0,,,50%,100,,,10%,0,3,22,10%,0,5,34,5%,0,1,1,100%,0,9,55
MONTHLY,"Oct,2023",01-10-2023,D,10,1700,52-55%,84.21,2,10,10%,0,1,16,50%,82.35,,,50%,17.65,,,10%,0,2,22,10%,11.76,4,23,5%,60,7,51,100%,94.12,2,7
MONTHLY,"Jul,2023",01-07-2023,D,10,25150,52-55%,23.08,9,61,10%,0,1,16,50%,75,,,50%,25,,,10%,0,3,22,10%,50,1,4,5%,33.33,5,28,100%,25,8,41
MONTHLY,"Jul,2023",01-07-2023,D,10,201800,52-55%,46.15,7,42,10%,0,1,16,50%,100,,,50%,0,,,10%,0,3,22,10%,0,5,34,5%,0,1,1,100%,28.57,7,40
MONTHLY,"Oct,2023",01-10-2023,D,65,50300,52-55%,63.64,8,26,10%,0,3,16,50%,50,,,50%,50,,,10%,0,5,22,10%,16.67,3,18,5%,54.55,8,41,100%,33.33,11,34
